id,label
3118,4945.8770563496455
4933,5325.819584525061
2802,3838.7005261724503
1489,9669.687725195037
5029,10732.916763779593
2668,8070.868863760959
3588,7710.4053946758095
1442,7192.563175335509
4130,8400.77763311843
3315,7639.009867888591
3127,8202.390243385104
1670,5934.3406074350105
4302,7903.168146180343
3543,3879.495031688165
2491,9939.067675077893
4766,6655.9233453711395
4554,9609.744107772454
3771,4774.785382131475
2465,5395.0718137560025
4792,5244.84611687664
3785,3692.3659091365867
2657,6971.019703424388
5016,10950.139709284516
2233,7159.481272822022
2001,6388.602870555888
1684,4010.61276573992
4598,6757.032294845103
2805,6241.480569791777
2039,8831.309059483254
4934,6139.167664090851
4108,9116.690929895223
1648,4883.298703806664
3923,2103.663794556381
3749,4742.507373025207
1822,5404.547537293715
2006,7395.313966924769
1683,5065.087687539196
5011,12189.326062430162
